Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"79937","2020-08-07 09:05:00","0","21","<python><neural-network><keras><machine-learning-model><convolutional-neural-network>","1",""
"79941","2020-08-07 09:54:04","1","2002","<python><clustering><visualization>","3",""
"79943","2020-08-07 10:28:12","0","21","<deep-learning><training><code><pytorch-geometric>","0",""
"79944","2020-08-07 10:38:41","3","58","<outlier>","1","1"
"79945","2020-08-07 11:44:00","0","174","<nlp><transformer><attention-mechanism>","1",""
"79950","2020-08-07 14:43:31","0","38","<nlp><similarity><semantic-similarity>","1",""
"79953","2020-08-07 16:21:36","1","39","<regression>","1",""
"79954","2020-08-07 16:59:47","0","34","<python><nlp><text-classification><machine-translation>","1",""
"79957","2020-08-07 19:37:13","1","82","<machine-learning><r><cross-validation><hyperparameter-tuning><hyperparameter>","0","1"
"79965","2020-08-08 04:07:01","1","43","<python><predictive-modeling><categorical-data><model-selection>","1","2"
"79966","2020-08-08 04:53:13","0","22","<python><predictive-modeling><categorical-data><model-selection>","1",""
"79969","2020-08-08 06:33:41","0","32","<classification><multiclass-classification><data-analysis><confusion-matrix>","0",""
"79977","2020-08-08 10:47:21","1","76","<deep-learning><keras><cnn><accuracy>","0",""
"79981","2020-08-08 14:17:41","0","38","<autoencoder><mathematics>","1",""
"79982","2020-08-08 14:58:03","1","116","<neural-network><deep-learning><tensorflow><algorithms><pytorch>","0","1"
"79985","2020-08-08 17:09:47","1","94","<evaluation><named-entity-recognition>","1","1"
"79991","2020-08-08 20:21:07","6","631","<linear-regression><overfitting>","2","1"
"79992","2020-08-08 20:53:47","2","110","<neural-network><scikit-learn><data-cleaning>","1","1"
"79995","2020-08-08 22:29:26","2","93","<tensorflow><nlp><encoding><transformer><attention-mechanism>","1",""
"80000","2020-08-09 01:12:11","0","27","<tensorflow><nlp><word-embeddings><encoding>","1",""
"80002","2020-08-09 01:49:26","0","139","<machine-learning><deep-learning><nlp>","1","2"
"80003","2020-08-09 05:43:05","0","208","<machine-learning><scikit-learn><evaluation><weighted-data><imbalance>","1",""
"80011","2020-08-09 10:56:03","1","72","<machine-learning><python><neural-network><keras><tensorflow>","1",""
"80014","2020-08-09 11:45:53","-2","3591","<python><scikit-learn><svm><feature-scaling><svr>","1",""
"66773","2020-01-20 15:30:20","1","32","<regression><statistics>","1",""
"66774","2020-01-20 16:50:04","1","48","<machine-learning><deep-learning><dataset><anomaly-detection>","1",""
"66779","2020-01-20 17:25:03","1","69","<overfitting><generalization><auc>","2",""
"66781","2020-01-20 18:20:18","2","620","<machine-learning><data-mining><dataset><data><data-cleaning>","1",""
"66783","2020-01-20 20:05:35","2","1316","<python><logistic-regression>","0",""
"66786","2020-01-20 22:00:44","2","4917","<nlp><rnn><bert>","1","2"
"66787","2020-01-20 22:32:49","2","427","<python><explainable-ai>","2",""
"66790","2020-01-21 02:00:31","2","18","<nlp><tools><pipelines><corpus>","0","1"
"66791","2020-01-21 03:18:35","1","61","<machine-learning><neural-network><lstm><rnn>","2",""
"66792","2020-01-21 03:40:54","2","37","<logistic-regression>","1",""
"66794","2020-01-21 05:14:06","3","397","<machine-learning><python><data-mining><clustering><unsupervised-learning>","1","1"
"66796","2020-01-21 05:41:45","2","36","<reinforcement-learning><actor-critic><keras-rl><discounted-reward>","0",""
"66801","2020-01-21 07:50:29","6","2207","<scikit-learn><feature-selection><random-forest>","2","2"
"66802","2020-01-21 08:26:03","3","902","<machine-learning><svm><cross-validation><dimensionality-reduction>","3","1"
"66810","2020-01-21 09:38:21","3","356","<keras><tensorflow><metric><finite-precision>","0",""
"66811","2020-01-21 09:47:55","1","119","<keras><lstm><rnn><gru>","1",""
"66812","2020-01-21 09:58:58","0","229","<python><pandas><data-cleaning><dataframe>","1",""
"66817","2020-01-21 10:39:58","5","975","<scikit-learn><predictive-modeling><prediction><predict>","1","1"
"66820","2020-01-21 11:36:00","4","2908","<dataset><recommender-system><software-recommendation>","2","2"
"66824","2020-01-21 13:14:21","1","167","<random-forest><cross-validation><hyperparameter><hyperparameter-tuning>","0","1"
"66825","2020-01-21 13:19:59","0","883","<python><random-forest>","1",""
"66832","2020-01-21 14:27:09","2","52","<scoring>","2",""
"66837","2020-01-21 15:28:38","0","310","<machine-learning>","1",""
"66839","2020-01-21 17:20:39","1","61","<machine-learning><dataset><machine-learning-model>","1",""
"66846","2020-01-21 19:59:41","2","21","<nlp>","1",""
"66848","2020-01-21 22:39:47","2","44","<deep-learning><nlp><word-embeddings><embeddings>","0",""
"66850","2020-01-22 00:09:23","3","46","<machine-learning><cnn><pytorch><image>","1",""
"66858","2020-01-22 07:18:47","-1","97","<python><pandas><dataframe><python-3.x>","2",""
"66866","2020-01-22 10:17:04","0","61","<machine-learning><nlp><data-mining><dataset><training>","1","1"
"66869","2020-01-22 11:05:33","1","292","<keras><scikit-learn><cnn><class-imbalance>","1",""
"66870","2020-01-22 11:23:58","1","15","<scikit-learn><unsupervised-learning><anomaly-detection><csv>","0",""
"66876","2020-01-22 13:57:45","3","76","<time-series><model-selection>","2","1"
"66880","2020-01-22 15:01:31","2","726","<jupyter>","2",""
"66882","2020-01-22 15:15:33","1","38","<machine-learning><statistics><scoring>","0",""
"66889","2020-01-22 17:18:18","3","46","<machine-learning><data><data-science-model>","1",""
"66891","2020-01-22 17:53:44","3","80","<machine-learning><random-forest><decision-trees><cart>","1",""
"66892","2020-01-22 18:19:26","3","625","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","2",""
"66893","2020-01-22 19:09:34","2","54","<machine-learning><feature-selection><feature-extraction>","1",""
"66899","2020-01-22 20:30:15","2","42","<machine-learning><neural-network><pytorch><dimensionality-reduction><encoding>","1",""
"66901","2020-01-22 21:06:15","1","49","<regression>","1",""
"66902","2020-01-22 21:35:30","3","869","<lightgbm>","1",""
"66903","2020-01-22 21:52:06","2","61","<neural-network><rnn><generative-models><text-generation>","1",""
"66905","2020-01-22 22:14:25","3","331","<machine-learning><data-mining><clustering><unsupervised-learning><k-means>","1",""
"66907","2020-01-22 22:51:34","2","49","<random-forest><anomaly-detection><outlier>","1",""
"66912","2020-01-23 05:39:27","4","749","<neural-network><deep-learning><keras><tensorflow>","0",""
"80019","2020-08-09 12:30:17","1","22","<neural-network><keras><activation-function>","0","1"
"80021","2020-08-09 13:49:13","1","32","<machine-learning><python><recommender-system>","0",""
"80022","2020-08-09 13:52:11","1","19","<neural-network>","1",""
"80023","2020-08-09 14:03:04","1","32","<machine-learning><classification><dataset><feature-construction><features>","1",""
"80026","2020-08-09 16:18:05","1","80","<machine-learning><supervised-learning><sampling><confusion-matrix><text-classification>","1",""
"80029","2020-08-09 16:38:12","0","67","<machine-learning><statistics><distribution>","1",""
"80033","2020-08-09 18:34:38","0","33","<classification><nlp><tfidf>","1",""
"80036","2020-08-09 21:39:48","1","44","<neural-network><clustering><unsupervised-learning><ann>","1","0"
"80037","2020-08-09 22:35:47","2","111","<hyperparameter-tuning><hyperparameter><grid-search><gridsearchcv>","2",""
"80045","2020-08-10 04:24:31","0","23","<machine-learning><hyperparameter><terminology>","1",""
"80046","2020-08-10 05:21:33","1","23","<data-cleaning><feature-scaling>","1",""
"80048","2020-08-10 07:30:16","0","216","<python><dataframe><sampling>","1","1"
"80054","2020-08-10 10:08:14","1","62","<machine-learning><predictive-modeling><forecasting>","1","1"
"80056","2020-08-10 10:21:24","0","104","<classification><keras><tensorflow><cnn><machine-learning-model>","2","1"
"80059","2020-08-10 11:34:37","0","66","<machine-learning><deep-learning><reinforcement-learning>","0",""
"80063","2020-08-10 13:08:38","1","36","<classification><unsupervised-learning><supervised-learning><multilabel-classification><semi-supervised-learning>","1",""
"80064","2020-08-10 13:10:10","3","355","<python><scikit-learn><regression><linear-regression>","1",""
"80069","2020-08-10 15:38:21","4","160","<python><classification><xgboost>","1",""
"80072","2020-08-10 16:41:03","5","3106","<neural-network><keras><cnn><transfer-learning><convolutional-neural-network>","2",""
"80074","2020-08-10 17:35:43","1","27","<neural-network><nlp><lstm><pytorch>","0",""
"80077","2020-08-10 19:53:56","1","21","<scikit-learn><training><overfitting>","0",""
"80081","2020-08-10 21:38:47","1","405","<machine-learning><unsupervised-learning><explainable-ai>","1",""
"80082","2020-08-10 22:15:04","-1","71","<machine-learning><neural-network><predictive-modeling><gaussian-process>","1",""
"80090","2020-08-11 04:16:09","3","42","<nlp><bert><pretraining>","1",""
"80093","2020-08-11 06:07:23","2","160","<dataset><cnn><training>","2",""
"80094","2020-08-11 06:23:00","2","88","<deep-learning><supervised-learning>","1","1"
"80095","2020-08-11 06:32:00","0","428","<python><scikit-learn><word2vec><gensim><gridsearchcv>","2",""
"80098","2020-08-11 07:48:46","2","41","<classification><random-forest><logistic-regression><finance>","2",""
"80099","2020-08-11 07:53:14","1","44","<machine-learning><clustering><unsupervised-learning>","1",""
"80105","2020-08-11 09:36:58","0","51","<classification><regression>","1",""
"80107","2020-08-11 10:44:20","0","143","<deep-learning><keras><cnn><accuracy><multilabel-classification>","1",""
"80110","2020-08-11 11:29:48","1","191","<decision-trees><xgboost><categorical-data><boosting><one-hot-encoding>","1",""
"80114","2020-08-11 12:07:21","0","799","<python><nlp><named-entity-recognition><spacy>","1",""
"80120","2020-08-11 13:53:42","3","41","<r><regression>","1",""
"80123","2020-08-11 14:55:53","1","783","<neural-network><deep-learning><keras>","1",""
"80124","2020-08-11 15:02:38","2","41","<data-mining><data><association-rules>","1",""
"80127","2020-08-11 15:15:59","1","60","<machine-learning><time-series>","0",""
"80130","2020-08-11 16:11:07","4","87","<regression><feature-engineering><k-nn><distance>","1",""
"80132","2020-08-11 17:54:29","1","141","<python><scikit-learn><random-forest><feature-extraction>","1",""
"80140","2020-08-11 21:18:33","0","49","<anomaly-detection><python-3.x><ensemble-learning><isolation-forest>","1",""
"80145","2020-08-11 22:21:20","0","76","<dataset><predictive-modeling><training><supervised-learning>","1",""
"80154","2020-08-12 04:46:26","0","22","<statistics><feature-selection><data-science-model><correlation><kaggle>","0",""
"80156","2020-08-12 07:24:07","1","15","<deep-learning><scikit-learn><ensemble-modeling>","0",""
"80157","2020-08-12 08:10:53","6","1302","<machine-learning><dataset><variance><bias>","3","4"
"66913","2020-01-23 06:05:27","13","1112","<neural-network><deep-learning><nlp><attention-mechanism>","3","2"
"66919","2020-01-23 08:18:01","3","243","<python><logistic-regression><matplotlib>","1","1"
"66926","2020-01-23 11:01:03","0","91","<deep-learning><cnn>","0",""
"66927","2020-01-23 12:26:23","2","39","<machine-learning><unsupervised-learning>","1",""
"66929","2020-01-23 13:00:38","2","86","<regression><linear-regression><multivariate-distribution>","2",""
"66930","2020-01-23 13:18:39","1","246","<machine-learning><training><evaluation><data-leakage>","1","2"
"66931","2020-01-23 13:28:40","1","98","<machine-learning><scikit-learn><linear-regression>","0",""
"66934","2020-01-23 15:31:49","1","14","<deep-learning>","0",""
"66935","2020-01-23 15:34:02","1","670","<explainable-ai>","1",""
"66939","2020-01-23 16:33:48","4","59","<clustering><dimensionality-reduction><data-analysis><k-nn>","2",""
"66940","2020-01-23 16:42:56","1","32","<computer-vision><ocr><similar-documents><information-extraction>","0",""
"66944","2020-01-23 17:50:58","4","1115","<neural-network><deep-learning><keras><activation-function><weight-initialization>","1","1"
"66948","2020-01-23 20:21:48","2","58","<machine-learning><scikit-learn><random-forest>","1",""
"66949","2020-01-23 20:23:44","-1","33","<machine-learning><r>","1",""
"66952","2020-01-23 21:32:57","3","347","<deep-learning><tensorflow>","1","1"
"66953","2020-01-23 22:29:43","3","89","<statistics><visualization>","1",""
"66954","2020-01-23 22:38:30","3","67","<machine-learning><nlp><r>","1","1"
"66955","2020-01-23 22:45:11","4","1018","<deep-learning><perceptron><linear-algebra>","2","1"
"66962","2020-01-24 01:58:40","1","33","<r>","0",""
"66963","2020-01-24 04:42:29","3","74","<machine-learning><neural-network><deep-learning><dataset><data>","1","1"
"66965","2020-01-24 05:14:57","2","818","<python><r><data><numpy><simulation>","2",""
"66971","2020-01-24 09:19:35","-1","33","<machine-learning><python><dataset><data-science-model><supervised-learning>","1",""
"66972","2020-01-24 10:14:48","2","274","<machine-learning><nlp><unsupervised-learning><supervised-learning><similar-documents>","2",""
"66973","2020-01-24 10:41:15","2","62","<python><random-forest><cross-validation><python-3.x><gridsearchcv>","1",""
"66977","2020-01-24 11:26:18","1","21","<neural-network><classification>","0",""
"66978","2020-01-24 11:31:43","0","34","<cnn>","1",""
"66979","2020-01-24 11:38:41","4","272","<machine-learning><python><random-forest><python-3.x><gridsearchcv>","2",""
"66981","2020-01-24 11:57:25","0","628","<python><keras><mlflow>","1",""
"66990","2020-01-24 15:21:38","2","1562","<machine-learning><python><classification><clustering><predictive-modeling>","2",""
"66992","2020-01-24 15:32:37","0","5892","<machine-learning><xgboost><jupyter>","2",""
"66998","2020-01-24 16:32:43","1","23","<machine-learning><statistics><probability>","1","1"
"66999","2020-01-24 16:43:38","1","70","<python><random-forest><training><python-3.x><gridsearchcv>","2",""
"67001","2020-01-24 17:15:28","3","779","<classification><class-imbalance>","1","2"
"67009","2020-01-24 18:30:21","2","8916","<python><jupyter>","1",""
"67017","2020-01-24 19:49:20","1","19","<training><data-augmentation><faster-rcnn>","0",""
"67019","2020-01-24 20:08:01","1","186","<dataframe><clustering>","0",""
"67020","2020-01-24 20:17:03","5","172","<data-mining><clustering><unsupervised-learning><k-means><pca>","1",""
"67024","2020-01-24 21:46:54","1","161","<r><weighted-data><data-wrangling>","0",""
"67025","2020-01-24 22:07:16","2","27","<r><machine-learning-model><prediction><class-imbalance><sampling>","1",""
"80163","2020-08-12 11:39:47","0","1453","<neural-network><keras><tensorflow><convolution>","2",""
"80164","2020-08-12 11:41:39","1","70","<machine-learning><pca><regularization><ridge-regression><exploratory-factor-analysis>","1",""
"80165","2020-08-12 11:52:27","1","116","<python><logistic-regression><numpy><normalization>","1",""
"80169","2020-08-12 12:29:44","0","73","<machine-learning><python><statistics>","1",""
"80170","2020-08-12 12:55:01","0","129","<deep-learning><keras>","2",""
"80173","2020-08-12 14:16:02","1","46","<regression><features>","1",""
"80175","2020-08-12 14:20:34","0","36","<classification>","1",""
"80178","2020-08-12 15:26:25","2","110","<machine-learning><hyperparameter-tuning>","1",""
"80179","2020-08-12 15:59:57","1","54","<machine-learning><neural-network><prediction>","0",""
"80180","2020-08-12 16:16:13","0","66","<cnn><loss-function><image-segmentation><semantic-segmentation>","1",""
"80184","2020-08-12 17:08:18","1","43","<neural-network><text>","2",""
"80188","2020-08-12 17:30:46","1","46","<gradient-descent><gradient>","2",""
"80191","2020-08-12 18:03:26","1","2522","<nlp><transfer-learning><transformer>","3",""
"80196","2020-08-12 19:54:08","0","37","<deep-learning><tensorflow><pytorch><nlp>","0",""
"80201","2020-08-13 05:59:07","1","30","<neural-network><dropout>","2",""
"80206","2020-08-13 07:18:45","1","63","<reinforcement-learning><feature-scaling>","1",""
"80207","2020-08-13 07:24:02","2","231","<machine-learning><python><r><ai>","3",""
"80217","2020-08-13 09:57:21","1","1669","<python><deep-learning><cnn>","1",""
"80218","2020-08-13 10:06:51","1","56","<python><tensorflow><forecasting>","1",""
"80219","2020-08-13 10:18:26","0","24","<machine-learning>","1",""
"80221","2020-08-13 11:14:27","0","87","<python><random-forest><image-classification><supervised-learning>","1",""
"80225","2020-08-13 11:45:35","0","65","<time-series><regression>","1",""
"80227","2020-08-13 12:09:52","2","234","<word-embeddings><word2vec><nlp>","2",""
"80232","2020-08-13 14:00:00","4","477","<loss-function><optimization>","2","1"
"80234","2020-08-13 14:27:20","7","528","<linear-regression><pipelines><one-hot-encoding><collinearity>","2",""
"80237","2020-08-13 15:05:14","1","95","<regression><predictive-modeling><linear-regression><collinearity>","1",""
"80245","2020-08-13 17:48:44","4","3199","<neural-network><deep-learning><computer-vision><object-detection><yolo>","1",""
"80248","2020-08-13 19:28:51","1","192","<python><deep-learning><feature-extraction><autoencoder>","1",""
"80249","2020-08-13 20:38:25","3","117","<machine-learning><python><classification><scikit-learn><naive-bayes-classifier>","1",""
"80250","2020-08-13 21:34:05","0","41","<python><regression><cross-validation><overfitting>","0",""
"80251","2020-08-14 00:27:29","1","46","<reinforcement-learning>","1",""
"80267","2020-08-14 08:55:37","2","46","<python><regression><feature-selection><multiclass-classification>","1",""
"80272","2020-08-14 09:43:54","0","220","<bayesian><vae>","1",""
"80274","2020-08-14 10:17:49","1","96","<machine-learning>","0",""
"80281","2020-08-14 13:24:35","1","523","<python><pandas>","1",""
"80285","2020-08-14 13:51:02","0","225","<python><time-series><data-mining><anomaly-detection><outlier>","1",""
"80286","2020-08-14 13:52:10","1","23","<feature-selection><feature-engineering><feature-extraction><feature-scaling><feature-construction>","0",""
"80287","2020-08-14 14:20:55","0","40","<machine-learning><python><svm><naive-bayes-classifier><text-classification>","1",""
"80290","2020-08-14 15:26:20","0","38","<machine-learning><deep-learning><classification><cnn><convolution>","0",""
"80296","2020-08-14 16:06:16","1","147","<scikit-learn><regression><linear-regression><regularization><one-hot-encoding>","1",""
"80300","2020-08-14 16:54:20","2","551","<machine-learning><python><deep-learning><classification><keras>","2",""
"80301","2020-08-14 16:56:01","3","37","<neural-network><keras><object-detection><faster-rcnn>","1","1"
"80305","2020-08-14 18:13:21","1","110","<machine-learning><python><random-forest><cross-validation><machine-learning-model>","2",""
"80306","2020-08-14 18:54:19","1","24","<neural-network>","1",""
"67031","2020-01-25 02:32:48","3","1248","<neural-network><keras><tensorflow><cnn><image-recognition>","2",""
"67032","2020-01-25 04:59:13","1","19","<deep-learning><cnn>","0",""
"67033","2020-01-25 09:43:41","0","73","<machine-learning><python><regression><feature-selection><data-science-model>","1",""
"67034","2020-01-25 10:03:50","2","242","<time-series><clustering><preprocessing><k-means><finance>","0",""
"67036","2020-01-25 11:39:24","1","57","<machine-learning><mathematics>","1",""
"67037","2020-01-25 12:23:23","2","62","<machine-learning><classification><tfidf>","1",""
"67038","2020-01-25 12:30:40","2","1289","<python><tensorflow>","1",""
"67040","2020-01-25 14:07:48","5","8123","<machine-learning><data-mining><clustering><feature-selection><unsupervised-learning>","2","2"
"67041","2020-01-25 14:17:04","4","169","<neural-network><activation-function><mathematics>","0","1"
"67042","2020-01-25 14:25:06","1","358","<python><scikit-learn><feature-selection><training>","1",""
"67043","2020-01-25 14:31:56","1","18","<neural-network><classification><probability><activation-function>","0",""
"67044","2020-01-25 14:55:58","5","170","<machine-learning><time-series><prediction>","1","2"
"67047","2020-01-25 16:34:08","6","7279","<keras><rnn><loss-function>","2",""
"67049","2020-01-25 16:58:31","2","25","<machine-learning><time-series><machine-learning-model><finance>","0",""
"67050","2020-01-25 17:22:59","3","32","<machine-learning><python><neural-network><keras><tensorflow>","0",""
"67051","2020-01-25 18:31:32","2","23","<deep-learning><classification><time-series>","0",""
"67053","2020-01-25 20:37:52","3","267","<python><random-forest><evaluation><mse><rmse>","1",""
"67061","2020-01-26 01:05:50","5","71","<machine-learning><random-forest><decision-trees><hyperparameter><gridsearchcv>","1",""
"67062","2020-01-26 02:02:50","1","23","<deep-learning><tensorflow><cnn><opencv>","0",""
"67063","2020-01-26 02:27:04","4","27","<unsupervised-learning>","1",""
"67064","2020-01-26 06:47:13","2","52","<deep-learning><cnn>","0",""
"67066","2020-01-26 09:56:17","4","62","<feature-selection><correlation>","1",""
"67067","2020-01-26 10:54:33","4","585","<python><scikit-learn><regression><linear-regression><weight-initialization>","2",""
"67071","2020-01-26 15:15:11","4","76","<overfitting>","2",""
"67074","2020-01-26 16:36:27","7","216","<gradient-descent>","2","0"
"67076","2020-01-26 18:01:15","1","19","<machine-learning><time-series><statistics>","0",""
"67079","2020-01-26 18:41:56","4","68","<machine-learning><python><scikit-learn>","2",""
"67080","2020-01-26 20:20:40","2","41","<regression><linear-regression>","1",""
"67081","2020-01-26 21:04:04","2","179","<python><cross-validation>","1",""
"67082","2020-01-26 21:51:51","1","92","<machine-learning><machine-learning-model><image-recognition><beginner>","2",""
"67083","2020-01-26 22:58:56","3","176","<machine-learning><neural-network><mlp><perceptron>","1","1"
"67089","2020-01-27 04:45:23","1","664","<machine-learning><data-science-model><anomaly-detection>","1",""
"67092","2020-01-27 06:03:45","1","32","<python><deep-learning><tensorflow>","1",""
"67094","2020-01-27 07:14:02","1","76","<machine-learning><python><neural-network><knowledge-base>","1",""
"67096","2020-01-27 08:18:10","1","368","<classification><cnn><similar-documents>","1",""
"67097","2020-01-27 08:23:01","0","3307","<python><feature-selection><random-forest><python-3.x><gridsearchcv>","2",""
"67100","2020-01-27 09:37:32","0","713","<machine-learning><xgboost><machine-learning-model><pipelines><shap>","0",""
"67104","2020-01-27 10:17:19","3","60","<tensorflow>","0",""
"67107","2020-01-27 10:56:23","0","1290","<dataset><feature-selection><categorical-data><correlation><software-recommendation>","0",""
"67110","2020-01-27 12:20:16","1","395","<colab>","2","2"
"67112","2020-01-27 12:28:41","3","62","<optimization>","1",""
"67113","2020-01-27 13:04:03","1","860","<nlp>","1",""
"80308","2020-08-14 19:45:16","0","822","<regression><linear-regression><supervised-learning><linear-algebra>","2","1"
"80310","2020-08-14 19:59:06","1","543","<machine-learning><python><cross-validation><training><hyperparameter-tuning>","2",""
"80313","2020-08-14 21:05:06","3","596","<nlp><text-mining><lda><gensim>","1","2"
"80322","2020-08-15 11:54:00","1","33","<python><deep-learning><keras><forecast>","0",""
"80324","2020-08-15 15:46:50","1","39","<machine-learning><python><deep-learning><keras><object-detection>","0",""
"80327","2020-08-15 18:09:31","1","142","<machine-learning><statistics><data-analysis><scoring>","2",""
"80332","2020-08-16 01:10:29","1","30","<keras><tensorflow><metric>","0",""
"80333","2020-08-16 02:21:38","1","104","<deep-learning><dataset><computer-vision><object-detection><image-preprocessing>","0",""
"80335","2020-08-16 04:45:39","3","316","<machine-learning><machine-learning-model><prediction><features>","3","0"
"80340","2020-08-16 06:58:09","2","259","<machine-learning><svm><variance><bias><parameter>","1",""
"80343","2020-08-16 07:28:01","0","428","<python><pandas><matplotlib><plotting><plotly>","1",""
"80344","2020-08-16 07:31:55","0","51","<dataset><data><machine-learning-model>","0",""
"80353","2020-08-16 10:41:45","1","69","<association-rules>","0",""
"80354","2020-08-16 10:49:58","4","185","<unsupervised-learning><dimensionality-reduction>","1","1"
"80355","2020-08-16 11:31:17","1","19","<keras><nlp><lstm><accuracy>","0",""
"80356","2020-08-16 11:47:33","1","13","<svm><sampling>","0",""
"80357","2020-08-16 11:58:58","0","24","<machine-learning><python><regression>","0",""
"80358","2020-08-16 13:12:41","1","30","<estimation>","1",""
"80363","2020-08-16 15:57:53","0","219","<naive-bayes-classifier><sentiment-analysis>","2",""
"80370","2020-08-16 17:43:04","0","51","<nlp><bert>","1",""
"80372","2020-08-16 19:06:04","1","22","<machine-learning><deep-learning><lstm><reinforcement-learning><pytorch>","0",""
"80375","2020-08-16 22:53:24","1","21","<data-analysis><ab-test><data-product>","0",""
"80376","2020-08-17 02:21:34","2","160","<deep-learning><pytorch><convolution>","0",""
"80378","2020-08-17 03:26:13","0","54","<machine-learning><python><regression><data-cleaning><data-science-model>","1",""
"80384","2020-08-17 07:56:22","0","27","<python><word2vec><graphs><semantic-similarity><semantic-segmentation>","1",""
"80388","2020-08-17 09:38:41","1","73","<xgboost><grid-search><scoring><probability-calibration>","0",""
"80389","2020-08-17 10:34:00","7","1540","<machine-learning><neural-network><deep-learning><autoencoder>","3","1"
"80392","2020-08-17 11:34:18","2","440","<machine-learning><regression><decision-trees><cross-validation>","1",""
"80393","2020-08-17 12:00:43","1","509","<tensorflow><dataset><image-segmentation>","1",""
"80395","2020-08-17 13:16:55","0","200","<python><cnn><svm><data-augmentation><speech-to-text>","0",""
"80398","2020-08-17 13:46:00","1","1597","<machine-learning><python><scikit-learn><one-hot-encoding>","1",""
"67115","2020-01-27 13:40:50","1","25","<machine-learning><neural-network><classification><regression><gradient-descent>","0",""
"67119","2020-01-27 14:25:10","1","22","<time-series><numerical><fuzzy-classification>","1",""
"67121","2020-01-27 15:16:52","2","55","<deep-learning><keras><tensorflow><cnn><convolution>","2","1"
"67122","2020-01-27 15:17:09","2","234","<explainable-ai><categorical-encoding>","0",""
"67124","2020-01-27 15:19:04","2","20","<data-mining><text-mining>","0",""
"67125","2020-01-27 15:21:18","1","234","<tensorflow><time-series><lstm><rmse>","0",""
"67128","2020-01-27 15:46:43","3","114","<keras><tensorflow><lstm>","0",""
"67129","2020-01-27 17:46:26","1","27","<cross-validation><training>","1",""
"67131","2020-01-27 18:50:17","1","189","<machine-learning><deep-learning>","1",""
"67138","2020-01-28 03:27:29","1","71","<keras><pytorch><categorical-data><embeddings>","0",""
"67141","2020-01-28 05:07:04","2","3422","<machine-learning><python><dataframe><smote>","2",""
"67142","2020-01-28 05:25:19","2","107","<machine-learning><predictive-modeling><prediction>","1",""
"67143","2020-01-28 10:20:22","0","244","<deep-learning><nlp><lstm>","1",""
"67145","2020-01-28 11:27:22","2","150","<classification><lstm><preprocessing><word-embeddings><word2vec>","1",""
"67146","2020-01-28 11:29:20","1","92","<recommender-system>","1","1"
"67154","2020-01-28 14:44:38","2","101","<neural-network><training>","1","1"
"67160","2020-01-28 16:13:52","3","116","<scikit-learn><multiclass-classification><class-imbalance><grid-search><smote>","1",""
"67161","2020-01-28 16:19:08","3","25","<visualization><graphs><microstrategy>","0",""
"67166","2020-01-28 19:35:16","1","261","<python><keras><pandas>","0",""
"67167","2020-01-28 19:41:55","4","1610","<decision-trees><machine-learning-model><gradient-descent>","3",""
"67168","2020-01-28 20:33:49","2","36","<neural-network><regression><image-preprocessing>","2",""
"67169","2020-01-28 20:37:29","3","26","<machine-learning><tensorflow><convolutional-neural-network><implementation>","0",""
"67171","2020-01-28 21:26:28","4","2236","<machine-learning><keras><r><lstm>","2",""
"67173","2020-01-28 23:06:07","3","216","<tensorflow><javascript>","0",""
"67174","2020-01-28 23:39:25","1","208","<reinforcement-learning><deep-learning>","0",""
"67175","2020-01-29 00:46:49","5","3437","<statistics>","2",""
"67176","2020-01-29 00:51:00","5","304","<machine-learning><data-science-model><pipelines><automation>","1","2"
"67178","2020-01-29 02:35:19","3","78","<machine-learning><classification><r><predictive-modeling>","1",""
"67179","2020-01-29 05:14:24","4","244","<nlp><text-mining><text-generation><text-filter>","1","1"
"67180","2020-01-29 05:35:34","3","319","<classification><decision-trees><machine-learning-model><multilabel-classification>","1",""
"67181","2020-01-29 06:19:27","2","63","<python><r><regression><feature-selection><multivariate-distribution>","0",""
"67183","2020-01-29 07:29:09","2","2249","<keras><time-series><lstm>","1","3"
"67185","2020-01-29 08:37:01","1","71","<data-mining>","1","1"
"67189","2020-01-29 08:58:11","1","958","<machine-learning><python><nlp><multilabel-classification><tfidf>","1",""
"67196","2020-01-29 10:32:55","3","515","<regression><visualization><seaborn>","1",""
"67198","2020-01-29 10:36:27","1","51","<python><efficiency><scalability>","1","2"
"67201","2020-01-29 10:50:12","3","892","<pandas><python-3.x>","1",""
"67202","2020-01-29 11:11:33","1","22","<nlp><data-mining><web-scraping>","0",""
"67203","2020-01-29 11:13:07","1","13","<machine-learning><logistic-regression><machine-learning-model>","0",""
"67204","2020-01-29 11:23:26","2","53","<classification><binary>","2",""
"67205","2020-01-29 11:35:32","2","323","<machine-learning><logistic-regression>","1",""
"67206","2020-01-29 11:43:45","3","225","<keras><tensorflow><attention-mechanism>","2","1"
"67208","2020-01-29 12:36:55","2","31","<keras><image-segmentation>","0",""
"67214","2020-01-29 13:32:35","2","157","<machine-learning><python><unsupervised-learning><variance>","2",""
"67215","2020-01-29 13:36:29","1","758","<nlp><sentiment-analysis><tfidf>","1",""
"67220","2020-01-29 13:57:44","0","60","<machine-learning><k-nn>","1",""
"67225","2020-01-29 15:04:24","1","176","<machine-learning><tensorflow><convolution>","1",""
